ID,Type,Duration(ms)
906,Conv2DBackpropFilter,0.102522
907,Add,0.00942
908,ReluGrad,0.013560000000000001
909,A_BNTrainingUpdateGrad,0.255585
910,A_BNTrainingReduceGrad,0.44050900000000004
911,Conv2DBackpropInput,0.288287
912,Conv2DBackpropFilter,0.122882
914,A_BNTrainingUpdateGrad,0.121962
915,A_BNTrainingReduceGrad,0.08250199999999999
916,Conv2DBackpropInput,0.463709
917,Conv2DBackpropFilter,0.14474299999999998
919,A_BNTrainingUpdateGrad,0.121282
920,A_BNTrainingReduceGrad,0.082782
921,Conv2DBackpropInput,0.30814600000000003
922,Conv2DBackpropFilter,0.099362
923,Add,0.0096
924,ReluGrad,0.0143
925,A_BNTrainingUpdateGrad,0.25626499999999997
926,A_BNTrainingReduceGrad,0.440469
927,Conv2DBackpropInput,0.28738500000000006
928,Conv2DBackpropFilter,0.12392199999999999
930,A_BNTrainingUpdateGrad,0.121542
931,A_BNTrainingReduceGrad,0.082342
932,Conv2DBackpropInput,0.465449
933,Conv2DBackpropFilter,0.14278300000000002
935,A_BNTrainingUpdateGrad,0.12196199999999999
936,A_BNTrainingReduceGrad,0.08296200000000001
937,Conv2DBackpropInput,0.304987
938,Conv2DBackpropFilter,0.09714099999999999
939,Add,0.0095
940,ReluGrad,0.013779999999999999
941,A_BNTrainingUpdateGrad,0.255245
942,A_BNTrainingReduceGrad,0.440229
943,Conv2DBackpropInput,0.28476599999999996
944,Conv2DBackpropFilter,0.125702
946,A_BNTrainingUpdateGrad,0.12196299999999999
947,A_BNTrainingReduceGrad,0.082682
948,Conv2DBackpropInput,0.46181099999999997
949,Conv2DBackpropFilter,0.142942
951,A_BNTrainingUpdateGrad,0.12158200000000001
952,A_BNTrainingReduceGrad,0.08640099999999999
953,Conv2DBackpropInput,0.30662599999999995
954,Conv2DBackpropFilter,0.096422
955,Add,0.009519999999999999
956,ReluGrad,0.0141
957,A_BNTrainingUpdateGrad,0.261366
958,A_BNTrainingReduceGrad,0.439729
959,Conv2DBackpropInput,0.288406
960,Conv2DBackpropFilter,0.125702
962,A_BNTrainingUpdateGrad,0.12176300000000001
963,A_BNTrainingReduceGrad,0.082682
964,Conv2DBackpropInput,0.46412899999999996
965,Conv2DBackpropFilter,0.141422
967,A_BNTrainingUpdateGrad,0.121622
968,A_BNTrainingReduceGrad,0.082901
969,Conv2DBackpropInput,0.30466699999999997
970,Conv2DBackpropFilter,0.10528200000000001
971,Add,0.009699999999999999
972,ReluGrad,0.013640000000000001
973,A_BNTrainingUpdateGrad,0.254945
974,A_BNTrainingReduceGrad,0.439869
975,Conv2DBackpropInput,0.285627
976,Conv2DBackpropFilter,0.12326200000000001
978,A_BNTrainingUpdateGrad,0.12184199999999999
979,A_BNTrainingReduceGrad,0.082481
980,Conv2DBackpropInput,0.460648
981,Conv2DBackpropFilter,0.14402299999999998
983,A_BNTrainingUpdateGrad,0.12246199999999999
984,A_BNTrainingReduceGrad,0.082922
985,Conv2DBackpropInput,0.306886
986,Conv2DBackpropFilter,0.098182
987,Add,0.009519999999999999
988,ReluGrad,0.01396
989,A_BNTrainingUpdateGrad,0.255245
990,A_BNTrainingReduceGrad,0.440849
991,Conv2DBackpropInput,0.285686
992,Conv2DBackpropFilter,0.122782
994,A_BNTrainingUpdateGrad,0.121582
995,A_BNTrainingReduceGrad,0.08250199999999999
996,Conv2DBackpropInput,0.46309000000000006
997,Conv2DBackpropFilter,0.145483
999,A_BNTrainingUpdateGrad,0.12190199999999998
1000,A_BNTrainingReduceGrad,0.08272199999999999
1001,Conv2DBackpropInput,0.305686
1002,Conv2DBackpropFilter,0.097421
1003,Add,0.00956
1004,ReluGrad,0.01366
1005,A_BNTrainingUpdateGrad,0.25714499999999996
1006,A_BNTrainingReduceGrad,0.441249
1007,Conv2DBackpropInput,0.286125
1008,Conv2DBackpropFilter,0.124222
1010,A_BNTrainingUpdateGrad,0.125642
1011,A_BNTrainingReduceGrad,0.083762
1012,Conv2DBackpropInput,0.468849
1013,Conv2DBackpropFilter,0.154802
1015,A_BNTrainingUpdateGrad,0.12148199999999999
1016,A_BNTrainingReduceGrad,0.082822
1017,Conv2DBackpropInput,0.306066
1018,Conv2DBackpropFilter,0.09694199999999999
1019,Add,0.00956
1020,ReluGrad,0.01392
1021,A_BNTrainingUpdateGrad,0.255585
1022,A_BNTrainingReduceGrad,0.440229
1023,Conv2DBackpropInput,0.290345
1024,Conv2DBackpropFilter,0.124942
1026,A_BNTrainingUpdateGrad,0.121422
1027,A_BNTrainingReduceGrad,0.08238200000000001
1028,Conv2DBackpropInput,0.46306899999999995
1029,Conv2DBackpropFilter,0.140903
1031,A_BNTrainingUpdateGrad,0.121862
1032,A_BNTrainingReduceGrad,0.082762
1033,Conv2DBackpropInput,0.30520600000000003
1034,Conv2DBackpropFilter,0.098202
1035,Add,0.009460000000000001
1036,ReluGrad,0.0141
1037,A_BNTrainingUpdateGrad,0.256125
1038,A_BNTrainingReduceGrad,0.43988900000000003
1039,Conv2DBackpropInput,0.284986
1040,Conv2DBackpropFilter,0.12364200000000002
1042,A_BNTrainingUpdateGrad,0.122542
1043,A_BNTrainingReduceGrad,0.082542
1044,Conv2DBackpropInput,0.461828
1045,Conv2DBackpropFilter,0.14216299999999996
1047,A_BNTrainingUpdateGrad,0.122622
1048,A_BNTrainingReduceGrad,0.082802
1049,Conv2DBackpropInput,0.30548699999999995
1050,Conv2DBackpropFilter,0.096841
1051,Add,0.00948
1052,ReluGrad,0.013980000000000001
1053,A_BNTrainingUpdateGrad,0.25542499999999996
1054,A_BNTrainingReduceGrad,0.43994900000000003
1055,Conv2DBackpropInput,0.285985
1056,Conv2DBackpropFilter,0.12294200000000001
1058,A_BNTrainingUpdateGrad,0.12142200000000002
1059,A_BNTrainingReduceGrad,0.082642
1060,Conv2DBackpropInput,0.462789
1061,Conv2DBackpropFilter,0.142642
1063,A_BNTrainingUpdateGrad,0.126282
1064,A_BNTrainingReduceGrad,0.082662
1065,Conv2DBackpropInput,0.30558599999999997
1066,Conv2DBackpropFilter,0.106401
1067,Add,0.00962
1068,ReluGrad,0.013900000000000001
1069,A_BNTrainingUpdateGrad,0.255685
1070,A_BNTrainingReduceGrad,0.440769
1071,Conv2DBackpropInput,0.284785
1072,Conv2DBackpropFilter,0.12310199999999999
1074,A_BNTrainingUpdateGrad,0.122342
1075,A_BNTrainingReduceGrad,0.08260200000000001
1076,Conv2DBackpropInput,0.46240800000000004
1077,Conv2DBackpropFilter,0.14296199999999998
1079,A_BNTrainingUpdateGrad,0.12138199999999999
1080,A_BNTrainingReduceGrad,0.082761
1081,Conv2DBackpropInput,0.305287
1082,Conv2DBackpropFilter,0.09778099999999999
1083,Add,0.00954
1084,ReluGrad,0.01402
1085,A_BNTrainingUpdateGrad,0.25542499999999996
1086,A_BNTrainingReduceGrad,0.440109
1087,Conv2DBackpropInput,0.284906
1088,Conv2DBackpropFilter,0.125882
1090,A_BNTrainingUpdateGrad,0.12162300000000001
1091,A_BNTrainingReduceGrad,0.082482
1092,Conv2DBackpropInput,0.461909
1093,Conv2DBackpropFilter,0.142603
1095,A_BNTrainingUpdateGrad,0.121722
1096,A_BNTrainingReduceGrad,0.08292100000000001
1097,Conv2DBackpropInput,0.306367
1098,Conv2DBackpropFilter,0.100561
1099,Add,0.009439999999999999
1100,ReluGrad,0.01394
1101,A_BNTrainingUpdateGrad,0.255125
1102,A_BNTrainingReduceGrad,0.44000900000000004
1103,Conv2DBackpropInput,0.283565
1104,Conv2DBackpropFilter,0.125342
1106,A_BNTrainingUpdateGrad,0.121422
1107,A_BNTrainingReduceGrad,0.082662
1108,Conv2DBackpropInput,0.46126899999999993
1109,Conv2DBackpropFilter,0.14544300000000002
1111,A_BNTrainingUpdateGrad,0.121662
1112,A_BNTrainingReduceGrad,0.08272199999999999
1113,Conv2DBackpropInput,0.305525
1114,Conv2DBackpropFilter,0.09750099999999999
1115,Add,0.00958
1116,ReluGrad,0.01396
1117,A_BNTrainingUpdateGrad,0.255445
1118,A_BNTrainingReduceGrad,0.440169
1119,Conv2DBackpropInput,0.290566
1120,Conv2DBackpropFilter,0.124482
1122,A_BNTrainingUpdateGrad,0.121762
1123,A_BNTrainingReduceGrad,0.082501
1124,Conv2DBackpropInput,0.46132899999999993
1125,Conv2DBackpropFilter,0.148083
1127,A_BNTrainingUpdateGrad,0.122082
1128,A_BNTrainingReduceGrad,0.08274200000000001
1129,Conv2DBackpropInput,0.304926
1130,Conv2DBackpropFilter,0.097221
1131,Add,0.009519999999999999
1132,ReluGrad,0.01302
1133,A_BNTrainingUpdateGrad,0.255685
1134,A_BNTrainingReduceGrad,0.441349
1135,Conv2DBackpropInput,0.5085510000000001
1136,Conv2DBackpropFilter,0.138282
1137,A_BNTrainingUpdateGrad,0.253846
1138,A_BNTrainingReduceGrad,0.44054899999999997
1139,Conv2DBackpropInput,0.288126
1140,Conv2DBackpropFilter,0.12356199999999999
1142,A_BNTrainingUpdateGrad,0.121442
1143,A_BNTrainingReduceGrad,0.08324200000000001
1144,Conv2DBackpropInput,0.462268
1145,Conv2DBackpropFilter,0.141683
1147,A_BNTrainingUpdateGrad,0.080542
1148,A_BNTrainingReduceGrad,0.129023
1149,Conv2DBackpropInput,0.197785
1150,Conv2DBackpropFilter,0.066882
1151,Add,0.01192
1152,ReluGrad,0.016640000000000002
1153,A_BNTrainingUpdateGrad,0.166623
1154,A_BNTrainingReduceGrad,0.228385
1155,Conv2DBackpropInput,0.152543
1156,Conv2DBackpropFilter,0.060361
1158,A_BNTrainingUpdateGrad,0.063801
1159,A_BNTrainingReduceGrad,0.049961
1160,Conv2DBackpropInput,0.17134300000000002
1161,Conv2DBackpropFilter,0.071581
1163,A_BNTrainingUpdateGrad,0.063381
1164,A_BNTrainingReduceGrad,0.049841
1165,Conv2DBackpropInput,0.14160399999999998
1166,Conv2DBackpropFilter,0.03928
1167,Add,0.011439999999999999
1168,ReluGrad,0.01666
1169,A_BNTrainingUpdateGrad,0.169563
1170,A_BNTrainingReduceGrad,0.227625
1171,Conv2DBackpropInput,0.15382300000000004
1172,Conv2DBackpropFilter,0.072162
1174,A_BNTrainingUpdateGrad,0.063561
1175,A_BNTrainingReduceGrad,0.049821
1176,Conv2DBackpropInput,0.16956300000000002
1177,Conv2DBackpropFilter,0.070661
1179,A_BNTrainingUpdateGrad,0.063741
1180,A_BNTrainingReduceGrad,0.049481000000000004
1181,Conv2DBackpropInput,0.140383
1182,Conv2DBackpropFilter,0.04104
1183,Add,0.014421
1184,ReluGrad,0.01684
1185,A_BNTrainingUpdateGrad,0.166543
1186,A_BNTrainingReduceGrad,0.22750499999999999
1187,Conv2DBackpropInput,0.153502
1188,Conv2DBackpropFilter,0.06130000000000001
1190,A_BNTrainingUpdateGrad,0.064341
1191,A_BNTrainingReduceGrad,0.049701
1192,Conv2DBackpropInput,0.170022
1193,Conv2DBackpropFilter,0.07384099999999999
1195,A_BNTrainingUpdateGrad,0.063381
1196,A_BNTrainingReduceGrad,0.049141
1197,Conv2DBackpropInput,0.14098200000000002
1198,Conv2DBackpropFilter,0.038299999999999994
1199,Add,0.01154
1200,ReluGrad,0.01662
1201,A_BNTrainingUpdateGrad,0.16616299999999998
1202,A_BNTrainingReduceGrad,0.228265
1203,Conv2DBackpropInput,0.152802
1204,Conv2DBackpropFilter,0.060919999999999995
1206,A_BNTrainingUpdateGrad,0.064461
1207,A_BNTrainingReduceGrad,0.049581
1208,Conv2DBackpropInput,0.16878300000000002
1209,Conv2DBackpropFilter,0.072122
1211,A_BNTrainingUpdateGrad,0.063321
1212,A_BNTrainingReduceGrad,0.049021
1213,Conv2DBackpropInput,0.146203
1214,Conv2DBackpropFilter,0.04034
1215,Add,0.01148
1216,ReluGrad,0.01712
1217,A_BNTrainingUpdateGrad,0.166263
1218,A_BNTrainingReduceGrad,0.229785
1219,Conv2DBackpropInput,0.15650299999999995
1220,Conv2DBackpropFilter,0.06102199999999999
1222,A_BNTrainingUpdateGrad,0.067581
1223,A_BNTrainingReduceGrad,0.049641
1224,Conv2DBackpropInput,0.166483
1225,Conv2DBackpropFilter,0.081801
1227,A_BNTrainingUpdateGrad,0.063441
1228,A_BNTrainingReduceGrad,0.049141
1229,Conv2DBackpropInput,0.143663
1230,Conv2DBackpropFilter,0.0392
1231,Add,0.011640000000000001
1232,ReluGrad,0.01684
1233,A_BNTrainingUpdateGrad,0.165243
1234,A_BNTrainingReduceGrad,0.227325
1235,Conv2DBackpropInput,0.15424200000000002
1236,Conv2DBackpropFilter,0.061341
1238,A_BNTrainingUpdateGrad,0.063481
1239,A_BNTrainingReduceGrad,0.050441
1240,Conv2DBackpropInput,0.168402
1241,Conv2DBackpropFilter,0.070161
1243,A_BNTrainingUpdateGrad,0.06392199999999999
1244,A_BNTrainingReduceGrad,0.049661000000000004
1245,Conv2DBackpropInput,0.141063
1246,Conv2DBackpropFilter,0.04224
1247,Add,0.0116
1248,ReluGrad,0.016460000000000002
1249,A_BNTrainingUpdateGrad,0.16664299999999999
1250,A_BNTrainingReduceGrad,0.228125
1251,Conv2DBackpropInput,0.151643
1252,Conv2DBackpropFilter,0.060300000000000006
1254,A_BNTrainingUpdateGrad,0.063701
1255,A_BNTrainingReduceGrad,0.050261
1256,Conv2DBackpropInput,0.17020299999999997
1257,Conv2DBackpropFilter,0.078701
1259,A_BNTrainingUpdateGrad,0.064121
1260,A_BNTrainingReduceGrad,0.049161
1261,Conv2DBackpropInput,0.141603
1262,Conv2DBackpropFilter,0.038939999999999995
1263,Add,0.011519999999999999
1264,ReluGrad,0.01682
1265,A_BNTrainingUpdateGrad,0.166223
1266,A_BNTrainingReduceGrad,0.228525
1267,Conv2DBackpropInput,0.216064
1268,Conv2DBackpropFilter,0.07970199999999998
1269,A_BNTrainingUpdateGrad,0.164963
1270,A_BNTrainingReduceGrad,0.228265
1271,Conv2DBackpropInput,0.154742
1272,Conv2DBackpropFilter,0.060101
1274,A_BNTrainingUpdateGrad,0.064321
1275,A_BNTrainingReduceGrad,0.049281
1276,Conv2DBackpropInput,0.20332299999999998
1277,Conv2DBackpropFilter,0.073402
1279,A_BNTrainingUpdateGrad,0.09546199999999999
1280,A_BNTrainingReduceGrad,0.075442
1281,Conv2DBackpropInput,0.094001
1282,Conv2DBackpropFilter,0.047060000000000005
1283,Add,0.01582
1284,ReluGrad,0.02216
1285,A_BNTrainingUpdateGrad,0.15320299999999998
1286,A_BNTrainingReduceGrad,0.134662
1287,Conv2DBackpropInput,0.10520099999999999
1288,Conv2DBackpropFilter,0.04714
1290,A_BNTrainingUpdateGrad,0.048881
1291,A_BNTrainingReduceGrad,0.046041
1292,Conv2DBackpropInput,0.101561
1293,Conv2DBackpropFilter,0.055820999999999996
1295,A_BNTrainingUpdateGrad,0.048921
1296,A_BNTrainingReduceGrad,0.046941000000000004
1297,Conv2DBackpropInput,0.092302
1298,Conv2DBackpropFilter,0.037
1299,Add,0.015619999999999998
1300,ReluGrad,0.02212
1301,A_BNTrainingUpdateGrad,0.155504
1302,A_BNTrainingReduceGrad,0.135683
1303,Conv2DBackpropInput,0.10808100000000001
1304,Conv2DBackpropFilter,0.049641
1306,A_BNTrainingUpdateGrad,0.048360999999999994
1307,A_BNTrainingReduceGrad,0.045901000000000004
1308,Conv2DBackpropInput,0.099281
1309,Conv2DBackpropFilter,0.051660000000000005
1311,A_BNTrainingUpdateGrad,0.049281
1312,A_BNTrainingReduceGrad,0.046100999999999996
1313,Conv2DBackpropInput,0.094982
1314,Conv2DBackpropFilter,0.0393
1315,Add,0.0156
1316,ReluGrad,0.021221
1317,A_BNTrainingUpdateGrad,0.155463
1318,A_BNTrainingReduceGrad,0.133963
1319,Conv2DBackpropInput,0.113222
1320,Conv2DBackpropFilter,0.04836
1321,A_BNTrainingUpdateGrad,0.15282300000000001
1322,A_BNTrainingReduceGrad,0.134963
1323,Conv2DBackpropInput,0.110061
1324,Conv2DBackpropFilter,0.04972
1326,A_BNTrainingUpdateGrad,0.0482
1327,A_BNTrainingReduceGrad,0.046121
1328,Conv2DBackpropInput,0.10114200000000001
1329,Conv2DBackpropFilter,0.053041
1331,A_BNTrainingUpdateGrad,0.049021
1332,A_BNTrainingReduceGrad,0.046161
1333,Conv2DBackpropInput,0.0597
1334,Conv2DBackpropFilter,0.033460000000000004
1335,Add,0.009640000000000001
1336,MaxPoolGradWithArgmaxV1,0.30834500000000004
1337,ReluGrad,0.022241
1338,A_BNTrainingUpdateGrad,0.104022
1339,A_BNTrainingReduceGrad,0.061941
1340,Conv2DBackpropInput,0.0
1341,Conv2DBackpropFilter,0.08280099999999999
