Step Id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
4,4294967295,25996,2,trans_TransData_0,TransData,dynamic,AI_VECTOR_CORE,1772175691712480.560	,408.12,0,32,0,NO,"""128,3,299,299""",FLOAT,NCHW,"""128,1,299,299,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.487,23125649,55.92,0.139,18.138,0.045,323.541,0.806,300.607,0.749,0.002,0
4,4294967295,25997,2,trans_TransData_1,TransData,dynamic,AI_VECTOR_CORE,1772175691712888.720	,13.38,0.04,4,0,NO,"""32,3,3,3""",FLOAT,NCHW,"""9,2,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,90435,0.491,0.039,6.117,0.487,0.251,0.02,0.14,0.011,0.149,0
4,4294967295,25998,2,Conv2D1,Conv2D,dynamic,AI_CORE,1772175691712902.120	,649.54,0.02,20,0,YES,"""128,1,299,299,8;9,2,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,4,149,149,8""",FLOAT,NC1HWC0,N/A,599.068,21566447,155.876,0.26,235.453,0.393,279.108,0.466,497.365,0.83,532.693,0.889,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23
4,4294967295,25999,2,trans_TransData_2,TransData,dynamic,AI_VECTOR_CORE,1772175691713551.700	,604.48,0.04,32,0,NO,"""128,4,149,149,8""",FLOAT,NC1HWC0,"""128,32,149,149""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.143,34049858,53.207,0.09,16.394,0.028,324.123,0.548,207.234,0.351,0.003,0
4,4294967295,26000,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691714156.200	,3.18,0.02,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592,4666,0.293,0.113,0.796,0.307,0.27,0.104,0.099,0.038,0.238,0
4,4294967295,26001,2,aclnnBatchNorm_BNTrainingReduce_MemSet,MemSet,dynamic,AI_VECTOR_CORE,1772175691714159.540	,15.6,0.16,40,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612,836050,0.014,0.001,0.603,0.052,0.612,0.053,0.007,0.001,0.456,0
4,4294967295,26002,2,aclnnBatchNorm_BNTrainingReduce_BNTrainingReduce,BNTrainingReduce,dynamic,AI_VECTOR_CORE,1772175691714175.180	,531.66,0.04,32,0,NO,"""128,32,149,149""",FLOAT,NCHW,"""1,32,1,1;1,32,1,1""",FLOAT;FLOAT,NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.884,30348495,252.382,0.479,41.266,0.078,231.782,0.44,0.206,0.0,0.002,0
4,4294967295,26003,2,aclnnBatchNorm_BNTrainingUpdate_BNTrainingUpdate,BNTrainingUpdate,dynamic,AI_VECTOR_CORE,1772175691714706.880	,586.56,0.04,40,0,NO,"""128,32,149,149;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW;NCHW;NCHW,"""128,32,149,149;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.901,41752878,257.868,0.445,63.205,0.109,437.79,0.755,237.167,0.409,0.002,0
4,4294967295,26004,2,aclnnInplaceRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1772175691715293.480	,526.82,0.04,40,0,NO,"""128,32,149,149""",FLOAT,NCHW,"""128,32,149,149""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.745,37637614,22.566,0.043,6.901,0.013,518.841,0.993,190.666,0.365,0.003,0
4,4294967295,26005,2,trans_TransData_3,TransData,dynamic,AI_VECTOR_CORE,1772175691715820.320	,696.3,0.02,32,0,NO,"""128,32,149,149""",FLOAT,NCHW,"""128,4,149,149,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.25,38779205,40.407,0.06,16.888,0.025,627.046,0.931,149.26,0.222,0.003,0
4,4294967295,26006,2,trans_TransData_4,TransData,dynamic,AI_VECTOR_CORE,1772175691716516.640	,13.26,0.02,4,0,NO,"""32,32,3,3""",FLOAT,NCHW,"""36,2,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.537,90270,1.183,0.094,7.117,0.568,0.32,0.026,0.204,0.016,0.093,0
4,4294967295,26007,2,Conv2D2,Conv2D,dynamic,AI_CORE,1772175691716529.920	,830.86,0.02,20,0,YES,"""128,4,149,149,8;36,2,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,4,147,147,8""",FLOAT,NC1HWC0,N/A,776.888,27967958,486.761,0.627,561.009,0.722,614.541,0.791,305.995,0.394,439.188,0.565,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.504
4,4294967295,26008,2,trans_TransData_5,TransData,dynamic,AI_VECTOR_CORE,1772175691717360.820	,587.8,0.04,32,0,NO,"""128,4,147,147,8""",FLOAT,NC1HWC0,"""128,32,147,147""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.449,33318634,60.558,0.105,17.122,0.03,311.572,0.539,199.967,0.346,0.002,0
4,4294967295,26009,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691717948.640	,2.82,0.02,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.291,4124,0.293,0.128,0.776,0.339,0.292,0.128,0.109,0.048,0.202,0
4,4294967295,26010,2,aclnnBatchNorm_BNTrainingReduce_MemSet,MemSet,dynamic,AI_VECTOR_CORE,1772175691717951.620	,11.68,0.16,40,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307,598079,0.014,0.002,1.174,0.141,2.868,0.345,0.007,0.001,0.356,0
4,4294967295,26011,2,aclnnBatchNorm_BNTrainingReduce_BNTrainingReduce,BNTrainingReduce,dynamic,AI_VECTOR_CORE,1772175691717963.320	,552.64,0.02,32,0,NO,"""128,32,147,147""",FLOAT,NCHW,"""1,32,1,1;1,32,1,1""",FLOAT;FLOAT,NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.192,31403040,266.841,0.489,61.909,0.114,216.599,0.397,0.188,0.0,0.001,0
4,4294967295,26012,2,aclnnBatchNorm_BNTrainingUpdate_BNTrainingUpdate,BNTrainingUpdate,dynamic,AI_VECTOR_CORE,1772175691718515.980	,572.8,0.02,40,0,NO,"""128,32,147,147;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW;NCHW;NCHW,"""128,32,147,147;1,32,1,1;1,32,1,1;1,32,1,1;1,32,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.899,40744717,253.03,0.447,65.256,0.115,425.29,0.752,233.117,0.412,0.001,0
4,4294967295,26013,2,aclnnInplaceRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1772175691719088.800	,511.46,0.02,40,0,NO,"""128,32,147,147""",FLOAT,NCHW,"""128,32,147,147""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.357,36529676,21.97,0.043,6.723,0.013,503.583,0.993,185.472,0.366,0.003,0
4,4294967295,26014,2,trans_TransData_6,TransData,dynamic,AI_VECTOR_CORE,1772175691719600.280	,673.84,0.02,32,0,NO,"""128,32,147,147""",FLOAT,NCHW,"""128,4,147,147,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.767,37714578,38.602,0.059,17.008,0.026,610.348,0.932,150.43,0.23,0.002,0
4,4294967295,26015,2,trans_TransData_7,TransData,dynamic,AI_VECTOR_CORE,1772175691720274.140	,13.98,0.02,8,0,NO,"""64,32,3,3""",FLOAT,NCHW,"""36,4,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.862,185208,1.181,0.092,7.343,0.571,0.362,0.028,0.163,0.013,0.091,0
4,4294967295,26016,2,Conv2D3,Conv2D,dynamic,AI_CORE,1772175691720288.140	,1093.64,0.02,20,0,YES,"""128,4,147,147,8;36,4,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,8,147,147,8""",FLOAT,NC1HWC0,N/A,1030.284,37090211,789.154,0.766,611.59,0.594,691.133,0.671,377.18,0.366,679.326,0.659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.207
4,4294967295,26017,2,trans_TransData_8,TransData,dynamic,AI_VECTOR_CORE,1772175691721381.820	,1208.82,0.04,32,0,NO,"""128,8,147,147,8""",FLOAT,NC1HWC0,"""128,64,147,147""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.919,68712112,121.1,0.102,32.338,0.027,648.727,0.544,414.575,0.348,0.001,0
4,4294967295,26018,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691722590.660	,2.88,0.02,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.328,4190,0.293,0.126,0.912,0.392,0.302,0.13,0.12,0.052,0.189,0
4,4294967295,26019,2,aclnnBatchNorm_BatchNormV3_BatchNormV3,BatchNormV3,dynamic,AI_VECTOR_CORE,1772175691722593.700	,1910.98,0.16,32,0,NO,"""128,64,147,147;64;64;64;64""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;FORMAT_ND;FORMAT_ND;FORMAT_ND;FORMAT_ND,"""128,64,147,147;64;64;64;64""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;FORMAT_ND;FORMAT_ND;FORMAT_ND;FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.177,104726988,705.099,0.388,203.446,0.112,1783.489,0.981,533.083,0.293,0.002,0
4,4294967295,26020,2,aclnnInplaceRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1772175691724504.700	,1066.62,0.02,40,0,NO,"""128,64,147,147""",FLOAT,NCHW,"""128,64,147,147""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.211,75975167,43.918,0.042,14.367,0.014,1049.346,0.994,386.63,0.366,0.001,0
4,4294967295,26021,2,aclnnMaxPool2dWithMask_TransDataSpecial_TransData,TransData,dynamic,AI_VECTOR_CORE,1772175691725571.340	,1383.48,0.02,32,0,NO,"""128,64,147,147""",FLOAT,NCHW,"""128,4,147,147,16""",FLOAT,NC1HWC0:1,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.34,79161979,70.584,0.051,32.011,0.023,1296.867,0.944,232.873,0.169,0.002,0
4,4294967295,26022,2,aclnnMaxPool2dWithMask_MaxPoolWithArgmaxV1AiCore_MaxPoolWithArgmaxV1,MaxPoolWithArgmaxV1,dynamic,AI_VECTOR_CORE,1772175691726954.860	,4260.16,0.04,40,0,NO,"""128,4,147,147,16""",FLOAT,NC1HWC0:1,"""128,4,73,73,16;128,4,9,335,16""",FLOAT;UINT16,NC1HWC0:1;NC1HWC0:1,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.702,300218529,2450.562,0.588,2207.963,0.53,1144.278,0.274,610.689,0.146,0.0,0
4,4294967295,26023,2,aclnnMaxPool2dWithMask_TransDataSpecial_TransData,TransData,dynamic,AI_VECTOR_CORE,1772175691731215.040	,266.42,0.02,32,0,NO,"""128,4,73,73,16""",FLOAT,NC1HWC0:1,"""128,64,73,73""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.24,14874609,29.242,0.113,11.099,0.043,127.942,0.495,95.821,0.371,0.004,0
4,4294967295,26024,2,trans_TransData_3,TransData,dynamic,AI_VECTOR_CORE,1772175691731481.500	,319.54,0.04,32,0,NO,"""128,64,73,73""",FLOAT,NCHW,"""128,8,73,73,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.969,18027028,16.762,0.054,9.948,0.032,290.804,0.929,56.612,0.181,0.006,0
4,4294967295,26025,2,trans_TransData_4,TransData,dynamic,AI_VECTOR_CORE,1772175691731801.060	,4.68,0.02,10,0,NO,"""80,64,1,1""",FLOAT,NCHW,"""8,5,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296,59328,0.059,0.018,1.571,0.477,0.254,0.077,0.161,0.049,0.165,0
4,4294967295,26026,2,Conv2D2,Conv2D,dynamic,AI_CORE,1772175691731805.760	,318.84,0.02,20,0,YES,"""128,8,73,73,8;8,5,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,10,73,73,8""",FLOAT,NC1HWC0,N/A,281.1,10119601,53.579,0.191,64.489,0.229,37.876,0.135,274.897,0.978,275.833,0.981,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.163
4,4294967295,26027,2,trans_TransData_5,TransData,dynamic,AI_VECTOR_CORE,1772175691732124.620	,345.26,0.02,32,0,NO,"""128,10,73,73,8""",FLOAT,NC1HWC0,"""128,80,73,73""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.263,18792752,31.927,0.098,11.666,0.036,165.676,0.508,122.95,0.377,0.005,0
4,4294967295,26028,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691732469.900	,3.06,0.02,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.547,4584,0.293,0.115,0.749,0.294,0.273,0.107,0.097,0.038,0.191,0
4,4294967295,26029,2,aclnnBatchNorm_BNTrainingReduce_MemSet,MemSet,dynamic,AI_VECTOR_CORE,1772175691732473.100	,15.24,0.14,40,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.219,807756,0.014,0.001,0.643,0.057,0.884,0.079,0.018,0.002,0.471,0
4,4294967295,26030,2,aclnnBatchNorm_BNTrainingReduce_BNTrainingReduce,BNTrainingReduce,dynamic,AI_VECTOR_CORE,1772175691732488.360	,346.08,0.02,32,0,NO,"""128,80,73,73""",FLOAT,NCHW,"""1,80,1,1;1,80,1,1""",FLOAT;FLOAT,NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.868,19288380,170.039,0.508,51.007,0.152,125.115,0.374,0.302,0.001,0.002,0
4,4294967295,26031,2,aclnnBatchNorm_BNTrainingUpdate_BNTrainingUpdate,BNTrainingUpdate,dynamic,AI_VECTOR_CORE,1772175691732834.460	,401.14,0.02,40,0,NO,"""128,80,73,73;1,80,1,1;1,80,1,1;1,80,1,1;1,80,1,1;1,80,1,1;1,80,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW;NCHW;NCHW,"""128,80,73,73;1,80,1,1;1,80,1,1;1,80,1,1;1,80,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.329,28463714,179.86,0.455,61.785,0.156,250.05,0.633,171.853,0.435,0.002,0
4,4294967295,26032,2,aclnnInplaceRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1772175691733235.620	,291.62,0.02,40,0,NO,"""128,80,73,73""",FLOAT,NCHW,"""128,80,73,73""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.118,20816485,13.554,0.047,4.23,0.015,285.786,0.988,107.869,0.373,0.006,0
4,4294967295,26033,2,trans_TransData_3,TransData,dynamic,AI_VECTOR_CORE,1772175691733527.280	,401.36,0.04,32,0,NO,"""128,80,73,73""",FLOAT,NCHW,"""128,10,73,73,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.346,20986354,20.949,0.057,12.158,0.033,337.026,0.925,109.228,0.3,0.004,0
4,4294967295,26034,2,trans_TransData_4,TransData,dynamic,AI_VECTOR_CORE,1772175691733928.660	,19.46,0.02,24,0,NO,"""192,80,3,3""",FLOAT,NCHW,"""90,12,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.745,723365,2.61,0.156,9.523,0.569,0.457,0.027,0.288,0.017,0.04,0
4,4294967295,26035,2,Conv2D2,Conv2D,dynamic,AI_CORE,1772175691733948.140	,1601.0,0.02,20,0,YES,"""128,10,73,73,8;90,12,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,24,71,71,8""",FLOAT,NC1HWC0,N/A,1504.325,54155684,1268.121,0.843,435.561,0.29,323.186,0.215,1110.766,0.738,633.402,0.421,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.962
4,4294967295,26036,2,trans_TransData_5,TransData,dynamic,AI_VECTOR_CORE,1772175691735549.180	,855.04,0.04,32,0,NO,"""128,24,71,71,8""",FLOAT,NC1HWC0,"""128,192,71,71""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.361,48289610,72.549,0.087,26.063,0.031,463.759,0.553,294.643,0.351,0.002,0
4,4294967295,26037,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691736404.240	,3.2,0.02,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699,4858,0.293,0.108,0.802,0.297,0.311,0.115,0.138,0.051,0.178,0
4,4294967295,26038,2,aclnnBatchNorm_BNTrainingReduce_MemSet,MemSet,dynamic,AI_VECTOR_CORE,1772175691736407.580	,15.64,0.14,40,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.576,833446,0.014,0.001,0.59,0.051,0.581,0.05,0.008,0.001,0.465,0
4,4294967295,26039,2,aclnnBatchNorm_BNTrainingReduce_BNTrainingReduce,BNTrainingReduce,dynamic,AI_VECTOR_CORE,1772175691736423.240	,803.92,0.02,32,0,NO,"""128,192,71,71""",FLOAT,NCHW,"""1,192,1,1;1,192,1,1""",FLOAT;FLOAT,NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.464,45933934,389.084,0.488,120.087,0.151,322.322,0.404,0.223,0.0,0.001,0
4,4294967295,26040,2,aclnnBatchNorm_BNTrainingUpdate_BNTrainingUpdate,BNTrainingUpdate,dynamic,AI_VECTOR_CORE,1772175691737227.180	,961.12,0.02,40,0,NO,"""128,192,71,71;1,192,1,1;1,192,1,1;1,192,1,1;1,192,1,1;1,192,1,1;1,192,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW;NCHW;NCHW,"""128,192,71,71;1,192,1,1;1,192,1,1;1,192,1,1;1,192,1,1""",FLOAT;FLOAT;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.937,68467444,413.944,0.435,148.921,0.157,707.475,0.744,423.852,0.446,0.001,0
4,4294967295,26041,2,aclnnInplaceRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1772175691738188.320	,738.88,0.02,40,0,NO,"""128,192,71,71""",FLOAT,NCHW,"""128,192,71,71""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.608,52963747,30.747,0.042,9.388,0.013,731.451,0.994,270.567,0.368,0.002,0
4,4294967295,26042,2,aclnnMaxPool2dWithMask_TransDataSpecial_TransData,TransData,dynamic,AI_VECTOR_CORE,1772175691738927.220	,968.48,0.02,32,0,NO,"""128,192,71,71""",FLOAT,NCHW,"""128,12,71,71,16""",FLOAT,NC1HWC0:1,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.963,55178660,51.002,0.053,28.129,0.029,900.1,0.94,175.469,0.183,0.002,0
4,4294967295,26043,2,aclnnMaxPool2dWithMask_MaxPoolWithArgmaxV1AiCore_MaxPoolWithArgmaxV1,MaxPoolWithArgmaxV1,dynamic,AI_VECTOR_CORE,1772175691739895.720	,3206.82,0.02,40,0,NO,"""128,12,71,71,16""",FLOAT,NC1HWC0:1,"""128,12,35,35,16;128,12,9,78,16""",FLOAT;UINT16,NC1HWC0:1;NC1HWC0:1,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3132.946,225572125,1874.765,0.598,1872.696,0.598,810.467,0.259,441.901,0.141,0.0,0
4,4294967295,26044,2,aclnnMaxPool2dWithMask_TransDataSpecial_TransData,TransData,dynamic,AI_VECTOR_CORE,1772175691743102.560	,171.64,0.02,32,0,NO,"""128,12,35,35,16""",FLOAT,NC1HWC0:1,"""128,192,35,35""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.319,9522394,25.776,0.156,7.634,0.046,64.77,0.392,69.705,0.422,0.009,0
4,4294967295,26045,2,trans_TransData_3,TransData,dynamic,AI_VECTOR_CORE,1772175691743274.220	,211.74,0.02,32,0,NO,"""128,192,35,35""",FLOAT,NCHW,"""128,24,35,35,8""",FLOAT,NC1HWC0,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.656,11961001,9.776,0.047,9.383,0.045,191.052,0.92,43.047,0.207,0.007,0
4,4294967295,26046,2,trans_TransData_4,TransData,dynamic,AI_VECTOR_CORE,1772175691743485.980	,3.94,0.02,8,0,NO,"""64,192,1,1""",FLOAT,NCHW,"""24,4,16,8""",FLOAT,FRACTAL_Z,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.954,42531,0.129,0.044,1.435,0.486,0.349,0.118,0.155,0.052,0.19,0
4,4294967295,26047,2,Conv2D2,Conv2D,dynamic,AI_CORE,1772175691743489.940	,85.34,0.02,20,0,YES,"""128,24,35,35,8;24,4,16,8""",FLOAT;FLOAT,NC1HWC0;FRACTAL_Z,"""128,8,35,35,8""",FLOAT,NC1HWC0,N/A,78.395,2822236,29.988,0.383,38.954,0.497,34.961,0.446,55.233,0.705,45.186,0.576,0.004,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.862
4,4294967295,26048,2,trans_TransData_5,TransData,dynamic,AI_VECTOR_CORE,1772175691743575.320	,40.62,0.04,32,0,NO,"""128,8,35,35,8""",FLOAT,NC1HWC0,"""128,64,35,35""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.001,2131252,6.122,0.165,3.402,0.092,8.472,0.229,18.5,0.5,0.018,0
4,4294967295,26049,2,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1772175691743615.980	,3.4,0.04,1,0,NO,""";""",INT64;INT64,FORMAT_ND;FORMAT_ND,"""""",INT64,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803,5045,0.293,0.104,0.814,0.29,0.505,0.18,0.137,0.049,0.209,0
4,4294967295,26050,2,aclnnBatchNorm_BNTrainingReduce_MemSet,MemSet,dynamic,AI_VECTOR_CORE,1772175691743619.540	,15.54,0.16,40,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.544,831191,0.014,0.001,0.589,0.051,0.612,0.053,0.007,0.001,0.447,0
