,Type,Duration(ms)
767,A_BNTrainingReduceGrad,0.19175999999999999
768,Conv2DBackpropInput,0.8182
769,Conv2DBackpropFilter,0.33454
770,Add,0.39542
771,Slice,0.045079999999999995
772,ReluGrad,0.07524
773,A_BNTrainingUpdateGrad,0.15782000000000002
774,A_BNTrainingReduceGrad,0.19258
775,Conv2DBackpropInput,0.69652
776,Conv2DBackpropFilter,0.295
777,AvgPool2d_Backward,1.321
778,Slice,0.1072
779,ReluGrad,0.11612
780,A_BNTrainingUpdateGrad,0.22678
781,A_BNTrainingReduceGrad,0.28354
782,Conv2DBackpropInput,0.55798
783,Conv2DBackpropFilter,0.43236
784,ReluGrad,0.1835
785,A_BNTrainingUpdateGrad,0.22482
786,A_BNTrainingReduceGrad,0.32144
787,Conv2DBackpropInput,0.40472
788,Conv2DBackpropFilter,0.32839999999999997
789,ReluGrad,0.10792
790,A_BNTrainingUpdateGrad,0.15986
791,A_BNTrainingReduceGrad,0.19988
792,Conv2DBackpropInput,0.69352
793,Conv2DBackpropFilter,0.29735999999999996
794,Add,0.35658
795,Slice,0.06988
796,ReluGrad,0.07778
797,A_BNTrainingUpdateGrad,0.1565
798,A_BNTrainingReduceGrad,0.19106
799,Conv2DBackpropInput,0.47594
800,Conv2DBackpropFilter,0.42798
801,ReluGrad,0.030699999999999998
802,A_BNTrainingUpdateGrad,0.13046000000000002
803,A_BNTrainingReduceGrad,0.14698
804,Conv2DBackpropInput,0.7005399999999999
805,Conv2DBackpropFilter,0.25644
806,Add,0.36884
807,Slice,0.06864
808,ReluGrad,0.07696
809,A_BNTrainingUpdateGrad,0.15946000000000002
810,A_BNTrainingReduceGrad,0.19175999999999999
811,Conv2DBackpropInput,0.6995399999999999
812,Conv2DBackpropFilter,0.2985
813,Add,0.35598
814,Slice,0.02156
815,ReluGrad,0.04254
816,A_BNTrainingUpdateGrad,0.09580000000000001
817,A_BNTrainingReduceGrad,0.1009
818,Conv2DBackpropInput,0.49188
819,Conv2DBackpropFilter,0.15994
820,AvgPool2d_Backward,0.9871599999999998
821,Slice,0.11696
822,ReluGrad,0.12334
823,A_BNTrainingUpdateGrad,0.22198
824,A_BNTrainingReduceGrad,0.2848
825,Conv2DBackpropInput,0.56336
826,Conv2DBackpropFilter,0.43432
827,ReluGrad,0.18331999999999998
828,A_BNTrainingUpdateGrad,0.22344
829,A_BNTrainingReduceGrad,0.32138
830,Conv2DBackpropInput,0.40512
831,Conv2DBackpropFilter,0.33285999999999993
832,ReluGrad,0.10698
833,A_BNTrainingUpdateGrad,0.16166
834,A_BNTrainingReduceGrad,0.19988
835,Conv2DBackpropInput,0.5164
836,Conv2DBackpropFilter,0.22577999999999998
837,Add,0.28328
838,Slice,0.06766
839,ReluGrad,0.07586
840,A_BNTrainingUpdateGrad,0.16038
841,A_BNTrainingReduceGrad,0.19463999999999998
842,Conv2DBackpropInput,0.47476
843,Conv2DBackpropFilter,0.42616
844,ReluGrad,0.03004
845,A_BNTrainingUpdateGrad,0.12902000000000002
846,A_BNTrainingReduceGrad,0.14787999999999998
847,Conv2DBackpropInput,0.5210199999999999
848,Conv2DBackpropFilter,0.19256
849,Add,0.29044
850,Slice,0.06931999999999999
851,ReluGrad,0.07637999999999999
852,A_BNTrainingUpdateGrad,0.15884
853,A_BNTrainingReduceGrad,0.19246000000000002
854,Conv2DBackpropInput,0.5208400000000001
855,Conv2DBackpropFilter,0.22818
856,Add,0.2839
857,MaxPoolGradWithArgmaxV1,5.65268
858,ReluGrad,1.3276
859,A_BNTrainingUpdateGrad,1.85846
860,A_BNTrainingReduceGrad,2.03138
861,Conv2DBackpropInput,3.6707400000000003
862,Conv2DBackpropFilter,2.6533399999999996
863,ReluGrad,0.5041
864,A_BNTrainingUpdateGrad,0.8140799999999999
865,A_BNTrainingReduceGrad,0.85568
866,Conv2DBackpropInput,1.29752
867,Conv2DBackpropFilter,0.8384799999999999
868,MaxPoolGradWithArgmaxV1,6.449200000000001
869,ReluGrad,1.8833199999999999
870,A_BNTrainingUpdateGrad,2.4383399999999997
871,A_BNTrainingReduceGrad,2.42624
872,Conv2DBackpropInput,3.99182
873,Conv2DBackpropFilter,2.6463
874,ReluGrad,0.8514400000000001
875,A_BNTrainingUpdateGrad,1.23462
876,A_BNTrainingReduceGrad,1.19346
877,Conv2DBackpropInput,2.68906
878,Conv2DBackpropFilter,1.8343200000000002
879,ReluGrad,0.88012
880,A_BNTrainingUpdateGrad,1.2455
881,A_BNTrainingReduceGrad,1.2154800000000001
882,Conv2DBackpropInput,9.999999999999999e-10
883,Conv2DBackpropFilter,1.33074
